,Cust_ID,Year,Revenue,Product,Customer,# Transactions
2836,CUSTOMER 1457,2012,104.63,FraudFinder,CUSTOMER 1457,54
2837,CUSTOMER 3860,2010,1243.1100000000004,FraudFinder,CUSTOMER 3860,11419
2838,CUSTOMER 3860,2010,1243.1100000000004,FraudFinder,CUSTOMER 3860,15
2844,CUSTOMER 3860,2011,1098.4499999999998,FraudFinder,CUSTOMER 3860,14035
2845,CUSTOMER 3860,2011,1098.4499999999998,FraudFinder,CUSTOMER 3860,409
2855,CUSTOMER 2000,2011,1240.1699999999998,FraudFinder,CUSTOMER 2000,41708
2860,CUSTOMER 2000,2012,324.81,FraudFinder,CUSTOMER 2000,41985
2863,CUSTOMER 2399,2011,316.95000000000005,FraudFinder,CUSTOMER 2399,2643230
2865,CUSTOMER 2299,2010,1238.9799999999998,FraudFinder,CUSTOMER 2299,81
2869,CUSTOMER 2299,2011,316.95000000000005,FraudFinder,CUSTOMER 2299,60967
2873,CUSTOMER 699,2011,535.95,FraudFinder,CUSTOMER 699,239915
2877,CUSTOMER 1892,2012,1236.91,FraudFinder,CUSTOMER 1892,243934
2879,CUSTOMER 1892,2011,1123.72,FraudFinder,CUSTOMER 1892,232378
2881,CUSTOMER 1892,2010,1033.8799999999999,FraudFinder,CUSTOMER 1892,251316
2895,CUSTOMER 2575,2012,1236.91,FraudFinder,CUSTOMER 2575,144
2902,CUSTOMER 1521,2011,1098.4499999999998,FraudFinder,CUSTOMER 1521,46421
2905,CUSTOMER 2751,2010,1230.31,FraudFinder,CUSTOMER 2751,2
2909,CUSTOMER 2751,2011,854.3499999999999,FraudFinder,CUSTOMER 2751,67447
2925,CUSTOMER 2123,2010,1229.3899999999999,FraudFinder,CUSTOMER 2123,105418
2926,CUSTOMER 2123,2010,1229.3899999999999,FraudFinder,CUSTOMER 2123,86861
2931,CUSTOMER 2123,2011,422.6,FraudFinder,CUSTOMER 2123,83018
2935,CUSTOMER 3902,2012,443.92,FraudFinder,CUSTOMER 3902,2387
2938,CUSTOMER 3677,2011,1220.4999999999998,FraudFinder,CUSTOMER 3677,17623
2948,CUSTOMER 2807,2011,118.11,FraudFinder,CUSTOMER 2807,1621608
2950,CUSTOMER 59,2010,1216.5600000000002,FraudFinder,CUSTOMER 59,125638
2954,CUSTOMER 59,2011,732.3,FraudFinder,CUSTOMER 59,43066
2956,CUSTOMER 1842,2010,1214.7199999999996,FraudFinder,CUSTOMER 1842,1
2960,CUSTOMER 1842,2011,976.3999999999999,FraudFinder,CUSTOMER 1842,113
2962,CUSTOMER 2476,2010,1210.24,FraudFinder,CUSTOMER 2476,10
2972,CUSTOMER 2583,2012,1208.35,FraudFinder,CUSTOMER 2583,3
2996,CUSTOMER 2899,2010,1196.8400000000001,FraudFinder,CUSTOMER 2899,288652
3000,CUSTOMER 2899,2011,976.3999999999999,FraudFinder,CUSTOMER 2899,215943
3002,CUSTOMER 4,2010,1196.8400000000001,FraudFinder,CUSTOMER 4,26827
3006,CUSTOMER 4,2011,976.3999999999999,FraudFinder,CUSTOMER 4,25222
3018,CUSTOMER 3373,2010,1194.2700000000004,FraudFinder,CUSTOMER 3373,169188
3020,CUSTOMER 234,2010,1192.28,FraudFinder,CUSTOMER 234,707
3025,CUSTOMER 1843,2011,201.72,FraudFinder,CUSTOMER 1843,3
3027,CUSTOMER 434,2010,1188.0699999999997,FraudFinder,CUSTOMER 434,19
3031,CUSTOMER 434,2011,854.3499999999999,FraudFinder,CUSTOMER 434,24131
3037,CUSTOMER 3806,2011,854.3499999999999,FraudFinder,CUSTOMER 3806,204
3039,CUSTOMER 4106,2010,1182.6800000000003,FraudFinder,CUSTOMER 4106,17165
3043,CUSTOMER 4106,2011,1181.1600000000003,FraudFinder,CUSTOMER 4106,16978
3047,CUSTOMER 4106,2012,1181.1600000000003,FraudFinder,CUSTOMER 4106,17464
3051,CUSTOMER 1084,2010,1181.1600000000003,FraudFinder,CUSTOMER 1084,1710
3056,CUSTOMER 1084,2012,1181.1600000000003,FraudFinder,CUSTOMER 1084,1197
3058,CUSTOMER 1084,2011,1181.1600000000003,FraudFinder,CUSTOMER 1084,1361
3063,CUSTOMER 1683,2011,1180.0499999999997,FraudFinder,CUSTOMER 1683,7
3069,CUSTOMER 830,2011,-1586.6100000000001,FraudFinder,CUSTOMER 830,3618
3073,CUSTOMER 488,2011,976.3999999999999,FraudFinder,CUSTOMER 488,6170330
3075,CUSTOMER 2834,2010,1177.48,FraudFinder,CUSTOMER 2834,227
3078,CUSTOMER 2834,2011,976.3999999999999,FraudFinder,CUSTOMER 2834,252
3084,CUSTOMER 2854,2011,299.62,FraudFinder,CUSTOMER 2854,11269
3086,CUSTOMER 2443,2010,1171.29,FraudFinder,CUSTOMER 2443,34755
3090,CUSTOMER 2443,2011,299.62,FraudFinder,CUSTOMER 2443,48334
3092,CUSTOMER 3578,2010,1171.29,FraudFinder,CUSTOMER 3578,33360
3099,CUSTOMER 1971,2012,941.9099999999999,FraudFinder,CUSTOMER 1971,20149
3105,CUSTOMER 1036,2012,104.65,FraudFinder,CUSTOMER 1036,45
3110,CUSTOMER 958,2012,837.2499999999999,FraudFinder,CUSTOMER 958,946
3113,CUSTOMER 1914,2012,1165.2,FraudFinder,CUSTOMER 1914,8419
3118,CUSTOMER 1914,2012,21128.64,FraudFinder 2.0.,CUSTOMER 1914,8419
3121,CUSTOMER 1914,2012,21128.64,Other,CUSTOMER 1914,8419
3123,CUSTOMER 3827,2010,1163.3700000000001,FraudFinder,CUSTOMER 3827,204516
3127,CUSTOMER 3827,2011,1098.4499999999998,FraudFinder,CUSTOMER 3827,94879
3131,CUSTOMER 2492,2011,1098.4499999999998,FraudFinder,CUSTOMER 2492,5766
3135,CUSTOMER 1478,2011,1098.4499999999998,FraudFinder,CUSTOMER 1478,40819
3137,CUSTOMER 2193,2010,1163.3700000000001,FraudFinder,CUSTOMER 2193,5
3141,CUSTOMER 2193,2011,1098.4499999999998,FraudFinder,CUSTOMER 2193,38211
3153,CUSTOMER 3203,2011,399.49,FraudFinder,CUSTOMER 3203,1512952
3155,CUSTOMER 2180,2010,1162.24,FraudFinder,CUSTOMER 2180,109
3159,CUSTOMER 2180,2011,399.49,FraudFinder,CUSTOMER 2180,53832
3163,CUSTOMER 2765,2011,399.49,FraudFinder,CUSTOMER 2765,42324
3167,CUSTOMER 2078,2012,399.52000000000004,FraudFinder,CUSTOMER 2078,138700
3176,CUSTOMER 1490,2011,499.36,FraudFinder,CUSTOMER 1490,225
3186,CUSTOMER 1601,2012,837.2799999999999,FraudFinder,CUSTOMER 1601,23304
3189,CUSTOMER 3477,2010,1148.5599999999997,FraudFinder,CUSTOMER 3477,28680
3193,CUSTOMER 3477,2011,976.3999999999999,FraudFinder,CUSTOMER 3477,21111
3195,CUSTOMER 2387,2010,1145.7,FraudFinder,CUSTOMER 2387,41220
3199,CUSTOMER 2387,2011,732.3,FraudFinder,CUSTOMER 2387,21078
3201,CUSTOMER 1429,2010,1144.1000000000001,FraudFinder,CUSTOMER 1429,2287438
3206,CUSTOMER 1429,2011,951.4399999999999,FraudFinder,CUSTOMER 1429,1859148
3207,CUSTOMER 1429,2011,951.4399999999999,FraudFinder,CUSTOMER 1429,610139
3211,CUSTOMER 2796,2010,1138.6200000000001,FraudFinder,CUSTOMER 2796,55058
3215,CUSTOMER 2796,2011,732.3,FraudFinder,CUSTOMER 2796,72083
3219,CUSTOMER 1624,2012,820.16,FraudFinder,CUSTOMER 1624,60679
3220,CUSTOMER 1211,2010,1135.2799999999997,FraudFinder,CUSTOMER 1211,1078825
3224,CUSTOMER 1211,2011,192.12,FraudFinder,CUSTOMER 1211,791636
3230,CUSTOMER 1541,2011,192.12,FraudFinder,CUSTOMER 1541,67592
3240,CUSTOMER 3250,2010,1129.9399999999998,FraudFinder,CUSTOMER 3250,1684059
3249,CUSTOMER 3003,2011,981.9700000000003,FraudFinder,CUSTOMER 3003,98046
3251,CUSTOMER 1834,2011,1123.72,FraudFinder,CUSTOMER 1834,5275
3256,CUSTOMER 1834,2012,190.31,FraudFinder,CUSTOMER 1834,101
3261,CUSTOMER 2129,2011,584.64,FraudFinder,CUSTOMER 2129,69332
3265,CUSTOMER 51,2011,1014.15,FraudFinder,CUSTOMER 51,2
3271,CUSTOMER 1485,2011,1115.44,FraudFinder,CUSTOMER 1485,66165
3276,CUSTOMER 1485,2012,95.17,FraudFinder,CUSTOMER 1485,66193
3277,CUSTOMER 305,2011,1115.44,FraudFinder,CUSTOMER 305,9472
3285,CUSTOMER 444,2012,95.17,FraudFinder,CUSTOMER 444,16871
3291,CUSTOMER 2064,2012,95.17,FraudFinder,CUSTOMER 2064,15839
3292,CUSTOMER 870,2010,1114.7099999999998,FraudFinder,CUSTOMER 870,398904
3296,CUSTOMER 870,2011,670.5999999999999,FraudFinder,CUSTOMER 870,281009
3298,CUSTOMER 226,2010,1109.59,FraudFinder,CUSTOMER 226,189103
3301,CUSTOMER 1273,2010,1109.0499999999997,FraudFinder,CUSTOMER 1273,160011
3305,CUSTOMER 1273,2011,1098.4499999999998,FraudFinder,CUSTOMER 1273,67595
3307,CUSTOMER 3845,2010,1107.6100000000001,FraudFinder,CUSTOMER 3845,35016
3310,CUSTOMER 1898,2010,1105.0,FraudFinder,CUSTOMER 1898,1
3315,CUSTOMER 2851,2010,1100.53,FraudFinder,CUSTOMER 2851,948310
3327,CUSTOMER 264,2011,1098.4499999999998,FraudFinder,CUSTOMER 264,7416
3329,CUSTOMER 264,2010,366.15,FraudFinder,CUSTOMER 264,38024
3332,CUSTOMER 3970,2011,1098.4499999999998,FraudFinder,CUSTOMER 3970,15690
3338,CUSTOMER 3455,2011,666.02,FraudFinder,CUSTOMER 3455,106127
3340,CUSTOMER 2154,2011,1095.75,FraudFinder,CUSTOMER 2154,43
3345,CUSTOMER 2154,2012,95.17,FraudFinder,CUSTOMER 2154,73
3358,CUSTOMER 1344,2010,1094.05,FraudFinder,CUSTOMER 1344,3
3362,CUSTOMER 1344,2011,473.78000000000003,FraudFinder,CUSTOMER 1344,112985
3366,CUSTOMER 3052,2011,473.78000000000003,FraudFinder,CUSTOMER 3052,312
3370,CUSTOMER 3805,2012,473.78,FraudFinder,CUSTOMER 3805,297609
3375,CUSTOMER 2405,2011,854.3499999999999,FraudFinder,CUSTOMER 2405,10364
3379,CUSTOMER 67,2011,944.85,FraudFinder,CUSTOMER 67,247
3381,CUSTOMER 67,2011,0.03,FraudFinder 2.0.,CUSTOMER 67,247
3383,CUSTOMER 67,2011,0.03,Other,CUSTOMER 67,247
3390,CUSTOMER 1141,2010,1089.7599999999998,FraudFinder,CUSTOMER 1141,1636823
3393,CUSTOMER 3919,2010,1089.7599999999998,FraudFinder,CUSTOMER 3919,123412
3394,CUSTOMER 3919,2010,1089.7599999999998,FraudFinder,CUSTOMER 3919,277159
3400,CUSTOMER 3919,2011,363.28,FraudFinder,CUSTOMER 3919,183526
3401,CUSTOMER 3919,2011,363.28,FraudFinder,CUSTOMER 3919,177873
3403,CUSTOMER 3215,2010,1089.2000000000003,FraudFinder,CUSTOMER 3215,2
3407,CUSTOMER 3215,2011,761.16,FraudFinder,CUSTOMER 3215,2764
3411,CUSTOMER 4148,2010,1087.8,FraudFinder,CUSTOMER 4148,1
3415,CUSTOMER 4148,2011,570.88,FraudFinder,CUSTOMER 4148,10806
3417,CUSTOMER 248,2010,1081.4899999999998,FraudFinder,CUSTOMER 248,547991
3421,CUSTOMER 248,2011,90.83,FraudFinder,CUSTOMER 248,852322
3425,CUSTOMER 3038,2012,285.45,FraudFinder,CUSTOMER 3038,316983
3426,CUSTOMER 1383,2010,1073.2199999999998,FraudFinder,CUSTOMER 1383,8
3430,CUSTOMER 1383,2011,181.64999999999998,FraudFinder,CUSTOMER 1383,548
3432,CUSTOMER 1032,2010,1073.2199999999998,FraudFinder,CUSTOMER 1032,387059
3436,CUSTOMER 1032,2011,181.64999999999998,FraudFinder,CUSTOMER 1032,395496
3442,CUSTOMER 216,2011,181.64999999999998,FraudFinder,CUSTOMER 216,562
3444,CUSTOMER 18,2010,1073.2199999999998,FraudFinder,CUSTOMER 18,1538746
3448,CUSTOMER 18,2011,181.64999999999998,FraudFinder,CUSTOMER 18,1681715
3450,CUSTOMER 382,2010,1073.2199999999998,FraudFinder,CUSTOMER 382,182929
3454,CUSTOMER 382,2011,181.64999999999998,FraudFinder,CUSTOMER 382,208040
3458,CUSTOMER 1122,2011,181.64999999999998,FraudFinder,CUSTOMER 1122,24424
3462,CUSTOMER 2534,2011,761.16,FraudFinder,CUSTOMER 2534,29400
3470,CUSTOMER 1158,2011,354.32,FraudFinder,CUSTOMER 1158,38622
3472,CUSTOMER 3679,2010,1062.9600000000003,FraudFinder,CUSTOMER 3679,2
3476,CUSTOMER 3679,2011,265.74,FraudFinder,CUSTOMER 3679,340
3480,CUSTOMER 1715,2011,265.74,FraudFinder,CUSTOMER 1715,3752
3484,CUSTOMER 1425,2011,88.58,FraudFinder,CUSTOMER 1425,62124
3486,CUSTOMER 1060,2011,1062.96,FraudFinder,CUSTOMER 1060,99387
3491,CUSTOMER 1060,2012,285.45,FraudFinder,CUSTOMER 1060,132432
3498,CUSTOMER 2893,2011,856.28,FraudFinder,CUSTOMER 2893,88107
3500,CUSTOMER 4016,2010,1059.1699999999998,FraudFinder,CUSTOMER 4016,741796
3503,CUSTOMER 3398,2010,1056.6599999999999,FraudFinder,CUSTOMER 3398,66890
3510,CUSTOMER 1479,2011,570.88,FraudFinder,CUSTOMER 1479,21514
3514,CUSTOMER 3355,2012,663.39,FraudFinder,CUSTOMER 3355,20
3519,CUSTOMER 694,2011,803.12,FraudFinder,CUSTOMER 694,279054
3524,CUSTOMER 60,2011,1046.58,FraudFinder,CUSTOMER 60,97
3526,CUSTOMER 60,2010,853.0399999999998,FraudFinder,CUSTOMER 60,15
3529,CUSTOMER 1790,2011,1046.58,FraudFinder,CUSTOMER 1790,211
3533,CUSTOMER 4071,2011,1046.58,FraudFinder,CUSTOMER 4071,71086
3539,CUSTOMER 2771,2012,378.92,FraudFinder,CUSTOMER 2771,29118
3540,CUSTOMER 2771,2012,-473.67,FraudFinder 2.0.,CUSTOMER 2771,29118
3542,CUSTOMER 2771,2012,-473.67,Other,CUSTOMER 2771,29118
3544,CUSTOMER 3729,2010,1041.1499999999999,FraudFinder,CUSTOMER 3729,52
3548,CUSTOMER 3729,2011,266.34000000000003,FraudFinder,CUSTOMER 3729,13955
3550,CUSTOMER 648,2010,1041.1499999999999,FraudFinder,CUSTOMER 648,551793
3554,CUSTOMER 648,2011,266.34000000000003,FraudFinder,CUSTOMER 648,149527
3556,CUSTOMER 1928,2010,1041.1499999999999,FraudFinder,CUSTOMER 1928,76110
3560,CUSTOMER 1928,2011,266.34000000000003,FraudFinder,CUSTOMER 1928,1082883
3562,CUSTOMER 1214,2010,1041.1499999999999,FraudFinder,CUSTOMER 1214,652599
3566,CUSTOMER 1214,2011,266.34000000000003,FraudFinder,CUSTOMER 1214,454262
3568,CUSTOMER 1757,2010,1041.1499999999999,FraudFinder,CUSTOMER 1757,229408
3572,CUSTOMER 1757,2011,266.34000000000003,FraudFinder,CUSTOMER 1757,247786
3576,CUSTOMER 2934,2010,1041.1499999999999,FraudFinder,CUSTOMER 2934,210900
3580,CUSTOMER 2934,2011,266.34000000000003,FraudFinder,CUSTOMER 2934,328508
3586,CUSTOMER 1969,2010,1041.1499999999999,FraudFinder,CUSTOMER 1969,175773
3590,CUSTOMER 1969,2011,266.34000000000003,FraudFinder,CUSTOMER 1969,229357
3594,CUSTOMER 2743,2011,266.34000000000003,FraudFinder,CUSTOMER 2743,19627
3599,CUSTOMER 1300,2011,1041.1299999999999,FraudFinder,CUSTOMER 1300,665
3601,CUSTOMER 1300,2010,900.3299999999998,FraudFinder,CUSTOMER 1300,838
3610,CUSTOMER 1545,2011,358.21999999999997,FraudFinder,CUSTOMER 1545,163523
3612,CUSTOMER 3460,2011,1036.72,FraudFinder,CUSTOMER 3460,30145
3617,CUSTOMER 3460,2012,380.59,FraudFinder,CUSTOMER 3460,28
3622,CUSTOMER 48,2011,345.15999999999997,FraudFinder,CUSTOMER 48,1364109
3624,CUSTOMER 3841,2010,1033.8799999999999,FraudFinder,CUSTOMER 3841,25465
3628,CUSTOMER 3841,2011,258.48,FraudFinder,CUSTOMER 3841,19152
3632,CUSTOMER 1023,2011,809.7999999999998,FraudFinder,CUSTOMER 1023,227032
3634,CUSTOMER 1023,2011,0.01,FraudFinder 2.0.,CUSTOMER 1023,227032
3636,CUSTOMER 1023,2011,0.01,Other,CUSTOMER 1023,227032
3640,CUSTOMER 665,2011,344.64,FraudFinder,CUSTOMER 665,1
3654,CUSTOMER 1855,2011,86.16,FraudFinder,CUSTOMER 1855,19326
3658,CUSTOMER 1889,2011,86.16,FraudFinder,CUSTOMER 1889,24013
3660,CUSTOMER 1121,2010,1033.8799999999999,FraudFinder,CUSTOMER 1121,4703
3664,CUSTOMER 1121,2011,172.32,FraudFinder,CUSTOMER 1121,14049
3667,CUSTOMER 2247,2010,1033.45,FraudFinder,CUSTOMER 2247,22172
3676,CUSTOMER 1080,2011,355.12,FraudFinder,CUSTOMER 1080,2035068
3680,CUSTOMER 193,2011,442.9,FraudFinder,CUSTOMER 193,155808
3684,CUSTOMER 603,2011,354.32,FraudFinder,CUSTOMER 603,91112
3690,CUSTOMER 4147,2011,354.32,FraudFinder,CUSTOMER 4147,52318
3694,CUSTOMER 2737,2011,907.98,FraudFinder,CUSTOMER 2737,40747
3696,CUSTOMER 2737,2011,-0.05,FraudFinder 2.0.,CUSTOMER 2737,40747
3698,CUSTOMER 2737,2011,-0.05,Other,CUSTOMER 2737,40747
3700,CUSTOMER 2210,2010,1025.01,FraudFinder,CUSTOMER 2210,279560
3704,CUSTOMER 2210,2011,443.9,FraudFinder,CUSTOMER 2210,355349
3708,CUSTOMER 1456,2011,443.9,FraudFinder,CUSTOMER 1456,414254
3710,CUSTOMER 1277,2010,1025.01,FraudFinder,CUSTOMER 1277,90134
3716,CUSTOMER 471,2010,1025.01,FraudFinder,CUSTOMER 471,413719
3720,CUSTOMER 471,2011,443.9,FraudFinder,CUSTOMER 471,159005
3722,CUSTOMER 1202,2010,1025.01,FraudFinder,CUSTOMER 1202,61063
3726,CUSTOMER 1202,2011,443.9,FraudFinder,CUSTOMER 1202,24689
3728,CUSTOMER 2778,2010,1025.01,FraudFinder,CUSTOMER 2778,100754
3732,CUSTOMER 2778,2011,443.9,FraudFinder,CUSTOMER 2778,122028
3734,CUSTOMER 2274,2011,1018.65,FraudFinder,CUSTOMER 2274,17140
3739,CUSTOMER 2274,2012,285.45,FraudFinder,CUSTOMER 2274,6899
3746,CUSTOMER 3945,2011,475.74,FraudFinder,CUSTOMER 3945,48
3757,CUSTOMER 2125,2011,615.51,FraudFinder,CUSTOMER 2125,142958
3760,CUSTOMER 3756,2011,1003.9299999999998,FraudFinder,CUSTOMER 3756,46872
3762,CUSTOMER 3756,2010,954.7199999999998,FraudFinder,CUSTOMER 3756,15136
3766,CUSTOMER 3756,2011,-0.03,FraudFinder 2.0.,CUSTOMER 3756,46872
3769,CUSTOMER 3756,2011,-0.03,Other,CUSTOMER 3756,46872
3773,CUSTOMER 3599,2011,714.96,FraudFinder,CUSTOMER 3599,184
3775,CUSTOMER 3599,2011,5905.530000000001,FraudFinder 2.0.,CUSTOMER 3599,184
3778,CUSTOMER 3599,2012,18307.120000000006,FraudFinder 2.0.,CUSTOMER 3599,472068
3781,CUSTOMER 3599,2011,5905.530000000001,Other,CUSTOMER 3599,184
3784,CUSTOMER 3599,2012,18307.120000000006,Other,CUSTOMER 3599,472068
3791,CUSTOMER 2349,2010,998.9499999999998,FraudFinder,CUSTOMER 2349,41992
3794,CUSTOMER 1131,2010,998.9499999999998,FraudFinder,CUSTOMER 1131,2
3803,CUSTOMER 3538,2011,992.16,FraudFinder,CUSTOMER 3538,8224
3812,CUSTOMER 3591,2010,738.56,FraudFinder,CUSTOMER 3591,1328262
3817,CUSTOMER 407,2012,984.7800000000001,FraudFinder,CUSTOMER 407,50
3824,CUSTOMER 556,2011,984.2399999999999,FraudFinder,CUSTOMER 556,141465
3829,CUSTOMER 556,2012,570.87,FraudFinder,CUSTOMER 556,88792
3832,CUSTOMER 1905,2011,570.88,FraudFinder,CUSTOMER 1905,22141
3836,CUSTOMER 1031,2011,250.11,FraudFinder,CUSTOMER 1031,3233
3850,CUSTOMER 1281,2010,977.5999999999998,FraudFinder,CUSTOMER 1281,6533
3854,CUSTOMER 1281,2011,856.28,FraudFinder,CUSTOMER 1281,26811
3857,CUSTOMER 1281,2011,0.06,FraudFinder 2.0.,CUSTOMER 1281,26811
3860,CUSTOMER 1281,2011,0.06,Other,CUSTOMER 1281,26811
3862,CUSTOMER 3310,2010,974.3800000000002,FraudFinder,CUSTOMER 3310,592928
3865,CUSTOMER 1885,2010,974.3800000000002,FraudFinder,CUSTOMER 1885,61743
3868,CUSTOMER 149,2010,974.3800000000002,FraudFinder,CUSTOMER 149,1239
3871,CUSTOMER 851,2011,969.7199999999999,FraudFinder,CUSTOMER 851,2388
3876,CUSTOMER 851,2012,170.63,FraudFinder,CUSTOMER 851,1
3877,CUSTOMER 3767,2010,968.5200000000001,FraudFinder,CUSTOMER 3767,670493
3885,CUSTOMER 3727,2012,968.3100000000002,FraudFinder,CUSTOMER 3727,4474
3886,CUSTOMER 3727,2010,880.2800000000001,FraudFinder,CUSTOMER 3727,370
3890,CUSTOMER 3727,2011,880.2500000000001,FraudFinder,CUSTOMER 3727,472
3895,CUSTOMER 1995,2010,961.1700000000001,FraudFinder,CUSTOMER 1995,27546
3899,CUSTOMER 1995,2011,80.71,FraudFinder,CUSTOMER 1995,59329
3901,CUSTOMER 1134,2010,961.1700000000001,FraudFinder,CUSTOMER 1134,62196
3905,CUSTOMER 1134,2011,80.71,FraudFinder,CUSTOMER 1134,78723
3909,CUSTOMER 1510,2011,80.71,FraudFinder,CUSTOMER 1510,153004
3913,CUSTOMER 2561,2011,80.71,FraudFinder,CUSTOMER 2561,1231592
3917,CUSTOMER 1190,2011,666.02,FraudFinder,CUSTOMER 1190,23883
3923,CUSTOMER 3395,2011,666.02,FraudFinder,CUSTOMER 3395,282916
3937,CUSTOMER 1056,2011,666.02,FraudFinder,CUSTOMER 1056,74130
3939,CUSTOMER 1509,2010,957.9999999999999,FraudFinder,CUSTOMER 1509,74473
3943,CUSTOMER 1509,2011,666.02,FraudFinder,CUSTOMER 1509,46846
3947,CUSTOMER 3639,2011,161.42,FraudFinder,CUSTOMER 3639,51540
3957,CUSTOMER 2003,2010,953.82,FraudFinder,CUSTOMER 2003,333957
3961,CUSTOMER 2003,2011,161.42,FraudFinder,CUSTOMER 2003,438308
3973,CUSTOMER 2836,2011,161.42,FraudFinder,CUSTOMER 2836,37304
3976,CUSTOMER 3067,2011,951.4399999999999,FraudFinder,CUSTOMER 3067,217
3978,CUSTOMER 3067,2010,879.2799999999999,FraudFinder,CUSTOMER 3067,58
3981,CUSTOMER 996,2011,947.6999999999998,FraudFinder,CUSTOMER 996,32213
3985,CUSTOMER 892,2011,947.6999999999998,FraudFinder,CUSTOMER 892,9047
3993,CUSTOMER 2725,2010,947.35,FraudFinder,CUSTOMER 2725,349063
3998,CUSTOMER 1004,2011,883.9,FraudFinder,CUSTOMER 1004,239
4001,CUSTOMER 674,2011,944.85,FraudFinder,CUSTOMER 674,28364
4007,CUSTOMER 674,2011,0.03,FraudFinder 2.0.,CUSTOMER 674,28364
4010,CUSTOMER 674,2011,0.03,Other,CUSTOMER 674,28364
4012,CUSTOMER 2585,2010,938.1299999999999,FraudFinder,CUSTOMER 2585,5196173
4015,CUSTOMER 894,2010,931.78,FraudFinder,CUSTOMER 894,172852
4019,CUSTOMER 894,2011,403.54999999999995,FraudFinder,CUSTOMER 894,245347
4027,CUSTOMER 1792,2010,931.7599999999999,FraudFinder,CUSTOMER 1792,175396
4031,CUSTOMER 1792,2011,761.16,FraudFinder,CUSTOMER 1792,25208
4036,CUSTOMER 2214,2010,922.3199999999999,FraudFinder,CUSTOMER 2214,1
4042,CUSTOMER 1968,2010,920.3,FraudFinder,CUSTOMER 1968,433128
4050,CUSTOMER 2940,2010,917.93,FraudFinder,CUSTOMER 2940,33549
4058,CUSTOMER 3856,2011,885.8700000000001,FraudFinder,CUSTOMER 3856,23533
4062,CUSTOMER 809,2011,885.8700000000001,FraudFinder,CUSTOMER 809,224
4066,CUSTOMER 3749,2012,333.48,FraudFinder,CUSTOMER 3749,184965
4069,CUSTOMER 2418,2010,908.1399999999999,FraudFinder,CUSTOMER 2418,164836
4072,CUSTOMER 3326,2010,906.5499999999997,FraudFinder,CUSTOMER 3326,25
4076,CUSTOMER 3326,2011,666.02,FraudFinder,CUSTOMER 3326,159
4080,CUSTOMER 1940,2011,856.28,FraudFinder,CUSTOMER 1940,60392
4082,CUSTOMER 1940,2011,0.03,FraudFinder 2.0.,CUSTOMER 1940,60392
4084,CUSTOMER 1940,2011,0.03,Other,CUSTOMER 1940,60392
4090,CUSTOMER 57,2012,899.5900000000001,FraudFinder,CUSTOMER 57,11797
4091,CUSTOMER 57,2011,817.7700000000001,FraudFinder,CUSTOMER 57,5
4111,CUSTOMER 4108,2011,865.8199999999999,FraudFinder,CUSTOMER 4108,29
4113,CUSTOMER 3363,2011,895.62,FraudFinder,CUSTOMER 3363,16975
4118,CUSTOMER 3363,2012,570.87,FraudFinder,CUSTOMER 3363,24023
4121,CUSTOMER 3414,2012,227.37,FraudFinder,CUSTOMER 3414,80413
4122,CUSTOMER 3893,2010,886.09,FraudFinder,CUSTOMER 3893,7511
4125,CUSTOMER 3929,2010,885.8000000000002,FraudFinder,CUSTOMER 3929,196338
4128,CUSTOMER 1471,2010,885.8000000000002,FraudFinder,CUSTOMER 1471,57310
4134,CUSTOMER 3307,2012,885.4600000000002,FraudFinder,CUSTOMER 3307,112
4142,CUSTOMER 1350,2011,303.16,FraudFinder,CUSTOMER 1350,545519
4144,CUSTOMER 2025,2010,879.29,FraudFinder,CUSTOMER 2025,546354
4147,CUSTOMER 2025,2010,1106.3,FraudFinder 2.0.,CUSTOMER 2025,546354
4151,CUSTOMER 2025,2011,508.86,FraudFinder 2.0.,CUSTOMER 2025,587066
4153,CUSTOMER 2025,2010,1106.3,Other,CUSTOMER 2025,546354
4157,CUSTOMER 2025,2011,508.86,Other,CUSTOMER 2025,587066
4161,CUSTOMER 1950,2011,775.14,FraudFinder,CUSTOMER 1950,78
4163,CUSTOMER 1950,2011,-0.05,FraudFinder 2.0.,CUSTOMER 1950,78
4165,CUSTOMER 1950,2011,-0.05,Other,CUSTOMER 1950,78
4169,CUSTOMER 75,2011,454.74000000000007,FraudFinder,CUSTOMER 75,8341
4173,CUSTOMER 1590,2011,454.74000000000007,FraudFinder,CUSTOMER 1590,31822
4196,CUSTOMER 1752,2010,864.54,FraudFinder,CUSTOMER 1752,70041
4200,CUSTOMER 1752,2011,0.03,FraudFinder 2.0.,CUSTOMER 1752,145521
4203,CUSTOMER 1752,2011,0.03,Other,CUSTOMER 1752,145521
4206,CUSTOMER 804,2010,861.5799999999998,FraudFinder,CUSTOMER 804,10810
4209,CUSTOMER 3095,2010,861.5799999999998,FraudFinder,CUSTOMER 3095,1040
4217,CUSTOMER 3722,2012,-78.17999999999999,FraudFinder,CUSTOMER 3722,162
4221,CUSTOMER 729,2010,840.7499999999997,FraudFinder,CUSTOMER 729,73169
4229,CUSTOMER 3108,2012,446.07,FraudFinder,CUSTOMER 3108,12
4232,CUSTOMER 1692,2012,216.51000000000002,FraudFinder,CUSTOMER 1692,11061
4233,CUSTOMER 1385,2010,833.6899999999999,FraudFinder,CUSTOMER 1385,23689
