Customer,# Transactions,Year
CUSTOMER 705,1156,2011
CUSTOMER 708,379668,2011
CUSTOMER 709,0,2011
CUSTOMER 709,778,2011
CUSTOMER 711,648708,2011
CUSTOMER 713,2628310,2011
CUSTOMER 715,84942,2011
CUSTOMER 716,333205,2011
CUSTOMER 717,18111,2011
CUSTOMER 718,219703,2011
CUSTOMER 719,9570769,2011
CUSTOMER 720,13425,2011
CUSTOMER 722,617356,2011
CUSTOMER 723,6733,2011
CUSTOMER 724,317083,2011
CUSTOMER 725,94398,2011
CUSTOMER 726,1276165,2011
CUSTOMER 727,12246,2011
CUSTOMER 728,0,2011
CUSTOMER 729,0,2011
CUSTOMER 731,173378,2011
CUSTOMER 732,0,2011
CUSTOMER 733,1620198,2011
CUSTOMER 739,6,2011
CUSTOMER 740,1807,2011
CUSTOMER 742,1142,2011
CUSTOMER 743,0,2011
CUSTOMER 745,1617404,2011
CUSTOMER 746,0,2011
CUSTOMER 747,4058,2011
CUSTOMER 749,96442,2011
CUSTOMER 750,0,2011
CUSTOMER 751,74,2011
CUSTOMER 752,0,2011
CUSTOMER 754,78,2011
CUSTOMER 758,0,2011
CUSTOMER 759,193764,2011
CUSTOMER 761,184051,2011
CUSTOMER 762,70700,2011
CUSTOMER 768,0,2011
CUSTOMER 774,192,2011
CUSTOMER 777,9067,2011
CUSTOMER 778,0,2011
CUSTOMER 781,0,2011
CUSTOMER 782,6804883,2011
CUSTOMER 784,1735686,2011
CUSTOMER 785,0,2011
CUSTOMER 786,117,2011
CUSTOMER 786,76576,2011
CUSTOMER 787,31404,2011
CUSTOMER 792,26320,2011
CUSTOMER 797,433,2011
CUSTOMER 798,20293201,2011
CUSTOMER 802,14,2011
CUSTOMER 803,173636,2011
CUSTOMER 804,29824,2011
CUSTOMER 806,137,2011
CUSTOMER 809,224,2011
CUSTOMER 811,2341,2011
CUSTOMER 813,89491,2011
CUSTOMER 818,0,2011
CUSTOMER 822,0,2011
CUSTOMER 825,425780,2011
CUSTOMER 828,22528,2011
CUSTOMER 829,6,2011
CUSTOMER 830,3618,2011
CUSTOMER 831,0,2011
CUSTOMER 832,15375,2011
CUSTOMER 833,0,2011
CUSTOMER 835,0,2011
CUSTOMER 839,118,2011
CUSTOMER 843,356,2011
CUSTOMER 847,49788,2011
CUSTOMER 850,23215,2011
CUSTOMER 851,2388,2011
CUSTOMER 853,1024503,2011
CUSTOMER 854,3035,2011
CUSTOMER 856,0,2011
CUSTOMER 861,154860,2011
CUSTOMER 862,0,2011
CUSTOMER 864,97514,2011
CUSTOMER 867,3332895,2011
CUSTOMER 870,281009,2011
CUSTOMER 871,42628,2011
CUSTOMER 873,2754,2011
CUSTOMER 875,288744,2011
CUSTOMER 877,574816,2011
CUSTOMER 878,27126,2011
CUSTOMER 884,77692,2011
CUSTOMER 885,0,2011
CUSTOMER 889,0,2011
CUSTOMER 890,119487,2011
CUSTOMER 892,9047,2011
CUSTOMER 894,245347,2011
CUSTOMER 895,0,2011
CUSTOMER 898,19869,2011
CUSTOMER 899,97787,2011
CUSTOMER 901,797,2011
CUSTOMER 907,118882,2011
CUSTOMER 912,139245,2011
CUSTOMER 915,0,2011
CUSTOMER 917,5977,2011
CUSTOMER 924,582767,2011
CUSTOMER 926,6021,2011
CUSTOMER 929,1169,2011
CUSTOMER 930,2107966,2011
CUSTOMER 934,908,2011
CUSTOMER 935,403953,2011
CUSTOMER 936,400983,2011
CUSTOMER 940,66,2011
CUSTOMER 944,0,2011
CUSTOMER 946,0,2011
CUSTOMER 947,26951,2011
CUSTOMER 949,188374,2011
CUSTOMER 953,320824,2011
CUSTOMER 959,1337,2011
CUSTOMER 960,523,2011
CUSTOMER 965,0,2011
CUSTOMER 968,0,2011
CUSTOMER 971,0,2011
CUSTOMER 973,2068293,2011
CUSTOMER 976,413930,2011
CUSTOMER 977,71744,2011
CUSTOMER 978,0,2011
CUSTOMER 982,0,2011
CUSTOMER 984,293120,2011
CUSTOMER 987,0,2011
CUSTOMER 990,7912,2011
CUSTOMER 991,4856988,2011
CUSTOMER 993,0,2011
CUSTOMER 995,47667,2011
CUSTOMER 996,32213,2011
CUSTOMER 999,0,2011
CUSTOMER 1001,0,2011
CUSTOMER 1002,71776,2011
CUSTOMER 1003,3327176,2011
CUSTOMER 1004,239,2011
CUSTOMER 1005,31,2011
CUSTOMER 1006,3815408,2011
CUSTOMER 1008,0,2011
CUSTOMER 1009,1193179,2011
CUSTOMER 1010,3063517,2011
CUSTOMER 1011,356888,2011
CUSTOMER 1012,1330408,2011
CUSTOMER 1013,35507,2011
CUSTOMER 1015,732,2011
CUSTOMER 1020,31078,2011
CUSTOMER 1021,0,2011
CUSTOMER 1022,505743,2011
CUSTOMER 1023,227032,2011
CUSTOMER 1025,245785,2011
CUSTOMER 1028,0,2011
CUSTOMER 1031,3233,2011
CUSTOMER 1032,395496,2011
CUSTOMER 1035,18616,2011
CUSTOMER 1037,2660,2011
CUSTOMER 1042,26,2011
CUSTOMER 1044,4241859,2011
CUSTOMER 1047,165,2011
CUSTOMER 1049,15417,2011
CUSTOMER 1050,120226,2011
CUSTOMER 1055,23,2011
CUSTOMER 1056,74130,2011
CUSTOMER 1058,1607168,2011
CUSTOMER 1060,99387,2011
CUSTOMER 1062,0,2011
CUSTOMER 1067,0,2011
CUSTOMER 1078,0,2011
CUSTOMER 1079,43472,2011
CUSTOMER 1080,2035068,2011
CUSTOMER 1082,438,2011
CUSTOMER 1083,213191,2011
CUSTOMER 1084,1361,2011
CUSTOMER 1085,266165,2011
CUSTOMER 1086,714395,2011
CUSTOMER 1090,2190,2011
CUSTOMER 1092,0,2011
CUSTOMER 1093,15425,2011
CUSTOMER 1095,0,2011
CUSTOMER 1097,424086,2011
CUSTOMER 1100,132806,2011
CUSTOMER 1101,199932,2011
CUSTOMER 1103,141718,2011
CUSTOMER 1105,0,2011
CUSTOMER 1106,7,2011
CUSTOMER 1110,30,2011
CUSTOMER 1112,422057,2011
CUSTOMER 1118,292950,2011
CUSTOMER 1120,0,2011
CUSTOMER 1121,14049,2011
CUSTOMER 1122,24424,2011
CUSTOMER 1123,197707,2011
CUSTOMER 1125,404,2011
CUSTOMER 1129,15159,2011
CUSTOMER 1131,1756520,2011
CUSTOMER 1134,78723,2011
CUSTOMER 1139,0,2011
CUSTOMER 1141,1892649,2011
CUSTOMER 1145,804,2011
CUSTOMER 1149,564209,2011
CUSTOMER 1150,251,2011
CUSTOMER 1153,0,2011
CUSTOMER 1155,180661,2011
CUSTOMER 1156,545,2011
CUSTOMER 1158,38622,2011
CUSTOMER 1161,6200,2011
CUSTOMER 1165,75982,2011
CUSTOMER 1166,0,2011
CUSTOMER 1168,34181,2011
CUSTOMER 1171,11498170,2011
CUSTOMER 1172,0,2011
CUSTOMER 1176,0,2011
CUSTOMER 1178,27618,2011
CUSTOMER 1180,748418,2011
CUSTOMER 1181,3,2011
CUSTOMER 1186,3626,2011
CUSTOMER 1187,0,2011
CUSTOMER 1188,0,2011
CUSTOMER 1190,23883,2011
CUSTOMER 1194,136167,2011
CUSTOMER 1195,554285,2011
CUSTOMER 1202,24689,2011
CUSTOMER 1206,0,2011
CUSTOMER 1208,0,2011
CUSTOMER 1211,791636,2011
CUSTOMER 1212,3088687,2011
CUSTOMER 1214,454262,2011
CUSTOMER 1217,61,2011
CUSTOMER 1219,41902,2011
CUSTOMER 1220,0,2011
CUSTOMER 1224,331478,2011
CUSTOMER 1236,478,2011
CUSTOMER 1238,2360782,2011
CUSTOMER 1240,0,2011
CUSTOMER 1245,12663,2011
CUSTOMER 1246,507,2011
CUSTOMER 1247,93,2011
CUSTOMER 1249,6340,2011
CUSTOMER 1252,13644,2011
CUSTOMER 1253,44770,2011
CUSTOMER 1256,0,2011
CUSTOMER 1258,359,2011
CUSTOMER 1259,595708,2011
CUSTOMER 1262,0,2011
CUSTOMER 1263,11438,2011
CUSTOMER 1264,456392,2011
CUSTOMER 1273,67595,2011
CUSTOMER 1275,496,2011
CUSTOMER 1277,0,2011
CUSTOMER 1280,1067304,2011
CUSTOMER 1281,26811,2011
CUSTOMER 1282,3419,2011
CUSTOMER 1283,22,2011
CUSTOMER 1286,0,2011
CUSTOMER 1288,85389,2011
CUSTOMER 1290,13789,2011
CUSTOMER 1292,10970,2011
CUSTOMER 1294,74,2011
CUSTOMER 1295,238188,2011
CUSTOMER 1299,0,2011
CUSTOMER 1300,0,2011
CUSTOMER 1300,665,2011
CUSTOMER 1303,42132,2011
CUSTOMER 1304,234645,2011
CUSTOMER 1305,71969,2011
CUSTOMER 1306,4034,2011
CUSTOMER 1307,91506,2011
CUSTOMER 1309,3330,2011
CUSTOMER 1310,6642,2011
CUSTOMER 1311,15255,2011
CUSTOMER 1311,23086,2011
CUSTOMER 1313,0,2011
CUSTOMER 1313,0,2011
CUSTOMER 1323,263116,2011
CUSTOMER 1325,0,2011
CUSTOMER 1330,28140,2011
CUSTOMER 1331,5636,2011
CUSTOMER 1336,8407,2011
CUSTOMER 1336,152125,2011
CUSTOMER 1337,0,2011
CUSTOMER 1339,4238659,2011
CUSTOMER 1341,49200,2011
CUSTOMER 1344,112985,2011
CUSTOMER 1345,173,2011
CUSTOMER 1347,9206,2011
CUSTOMER 1350,545519,2011
CUSTOMER 1354,15418,2011
CUSTOMER 1355,1794046,2011
CUSTOMER 1356,296640,2011
CUSTOMER 1358,265692,2011
CUSTOMER 1362,149353,2011
CUSTOMER 1365,49579,2011
CUSTOMER 1369,7146,2011
CUSTOMER 1371,49377,2011
CUSTOMER 1375,19881,2011
CUSTOMER 1378,669,2011
CUSTOMER 1379,0,2011
CUSTOMER 1380,3209,2011
CUSTOMER 1381,117551,2011
CUSTOMER 1383,548,2011
CUSTOMER 1385,26019,2011
CUSTOMER 1386,326353,2011
CUSTOMER 1386,61194,2011
CUSTOMER 1392,1147791,2011
CUSTOMER 1393,4364170,2011
CUSTOMER 1398,16788,2011
CUSTOMER 1399,6783402,2011
CUSTOMER 1399,1165248,2011
CUSTOMER 1399,0,2011
CUSTOMER 1401,1517,2011
CUSTOMER 1402,0,2011
CUSTOMER 1402,686515,2011
CUSTOMER 1406,65055,2011
CUSTOMER 1409,93951,2011
CUSTOMER 1411,85462,2011
CUSTOMER 1412,295965,2011
CUSTOMER 1413,446,2011
CUSTOMER 1414,0,2011
CUSTOMER 1415,342192,2011
CUSTOMER 1416,40,2011
CUSTOMER 1417,465820,2011
CUSTOMER 1419,249994,2011
CUSTOMER 1420,2,2011
CUSTOMER 1425,62124,2011
CUSTOMER 1426,15097,2011
CUSTOMER 1429,1859148,2011
CUSTOMER 1429,610139,2011
CUSTOMER 1432,515569,2011
CUSTOMER 1434,1,2011
CUSTOMER 1441,3911,2011
CUSTOMER 1442,261127,2011
CUSTOMER 1444,28950,2011
CUSTOMER 1445,706585,2011
CUSTOMER 1446,0,2011
CUSTOMER 1452,145,2011
CUSTOMER 1454,0,2011
CUSTOMER 1455,137453,2011
CUSTOMER 1456,414254,2011
CUSTOMER 1457,302,2011
CUSTOMER 1460,16623,2011
CUSTOMER 1463,0,2011
CUSTOMER 1464,778,2011
CUSTOMER 1465,0,2011
CUSTOMER 1468,87244,2011
CUSTOMER 1471,29300,2011
CUSTOMER 1473,2285004,2011
CUSTOMER 1474,567426,2011
CUSTOMER 1475,3650,2011
CUSTOMER 1476,486,2011
CUSTOMER 1478,40819,2011
CUSTOMER 1479,21514,2011
CUSTOMER 1480,41313,2011
CUSTOMER 1481,997605,2011
CUSTOMER 1484,4,2011
CUSTOMER 1485,66165,2011
CUSTOMER 1486,75448,2011
CUSTOMER 1487,717546,2011
CUSTOMER 1489,26941,2011
CUSTOMER 1490,225,2011
CUSTOMER 1492,2679559,2011
CUSTOMER 1493,29714,2011
CUSTOMER 1494,586092,2011
CUSTOMER 1496,449787,2011
CUSTOMER 1496,0,2011
CUSTOMER 1501,321325,2011
CUSTOMER 1502,111248,2011
CUSTOMER 1503,40558,2011
CUSTOMER 1506,0,2011
CUSTOMER 1506,332757,2011
CUSTOMER 1509,46846,2011
CUSTOMER 1510,153004,2011
CUSTOMER 1513,423503,2011
CUSTOMER 1514,3,2011
CUSTOMER 1517,614362,2011
CUSTOMER 1521,46421,2011
CUSTOMER 1521,0,2011
CUSTOMER 1522,0,2011
CUSTOMER 1529,0,2011
CUSTOMER 1532,8245280,2011
CUSTOMER 1534,658,2011
CUSTOMER 1536,44024,2011
CUSTOMER 1537,1726729,2011
CUSTOMER 1538,987132,2011
CUSTOMER 1539,0,2011
CUSTOMER 1541,67592,2011
CUSTOMER 1542,127373,2011
CUSTOMER 1544,124,2011
CUSTOMER 1545,163523,2011
CUSTOMER 1546,0,2011
CUSTOMER 1547,0,2011
CUSTOMER 1549,490114,2011
CUSTOMER 1553,1415894,2011
CUSTOMER 1554,1957911,2011
CUSTOMER 1556,1563843,2011
CUSTOMER 1557,36416,2011
CUSTOMER 1558,12597,2011
CUSTOMER 1559,164530,2011
CUSTOMER 1560,388,2011
CUSTOMER 1564,436870,2011
CUSTOMER 1566,6446,2011
CUSTOMER 1567,38363,2011
CUSTOMER 1567,40744,2011
CUSTOMER 1570,27,2011
CUSTOMER 1571,0,2011
CUSTOMER 1574,0,2011
CUSTOMER 1576,0,2011
CUSTOMER 1578,45555,2011
CUSTOMER 1580,46,2011
CUSTOMER 1586,148379,2011
CUSTOMER 1587,332935,2011
CUSTOMER 1589,32,2011
CUSTOMER 1590,31822,2011
CUSTOMER 1593,2402336,2011
CUSTOMER 1595,145783,2011
CUSTOMER 1596,23951,2011
CUSTOMER 1597,572,2011
CUSTOMER 1598,0,2011
CUSTOMER 1602,2213,2011
CUSTOMER 1603,2,2011
CUSTOMER 1604,40,2011
CUSTOMER 1607,0,2011
CUSTOMER 1611,5159,2011
CUSTOMER 1614,34,2011
CUSTOMER 1616,30356,2011
CUSTOMER 1618,47,2011
CUSTOMER 1620,87,2011
CUSTOMER 1621,12267,2011
CUSTOMER 1625,5296,2011
CUSTOMER 1626,21446,2011
CUSTOMER 1627,2716010,2011
CUSTOMER 1629,75245,2011
CUSTOMER 1630,0,2011
CUSTOMER 1633,0,2011
CUSTOMER 1637,1818842,2011
CUSTOMER 1642,431677,2011
CUSTOMER 1662,0,2011
CUSTOMER 1663,86332,2011
CUSTOMER 1664,120,2011
CUSTOMER 1665,750480,2011
CUSTOMER 1667,2475,2011
CUSTOMER 1669,1167811,2011
CUSTOMER 1677,0,2011
CUSTOMER 1679,6030749,2011
CUSTOMER 1680,394465,2011
CUSTOMER 1681,692471,2011
CUSTOMER 1682,44934,2011
CUSTOMER 1683,7,2011
CUSTOMER 1684,724,2011
CUSTOMER 1685,42238,2011
CUSTOMER 1686,0,2011
CUSTOMER 1688,0,2011
CUSTOMER 1689,0,2011
CUSTOMER 1690,4066045,2011
CUSTOMER 1699,6,2011
CUSTOMER 1700,8,2011
CUSTOMER 1703,1519,2011
CUSTOMER 1705,688188,2011
CUSTOMER 1708,46554,2011
CUSTOMER 1709,1483,2011
CUSTOMER 1710,0,2011
CUSTOMER 1711,0,2011
CUSTOMER 1712,471874,2011
CUSTOMER 1712,0,2011
CUSTOMER 1715,3752,2011
CUSTOMER 1717,2955988,2011
CUSTOMER 1718,2,2011
CUSTOMER 1720,0,2011
CUSTOMER 1723,13515,2011
CUSTOMER 1724,0,2011
CUSTOMER 1732,16194774,2011
CUSTOMER 1734,41,2011
CUSTOMER 1736,1954328,2011
CUSTOMER 1737,83088,2011
CUSTOMER 1742,183927,2011
CUSTOMER 1746,32006,2011
CUSTOMER 1747,39,2011
CUSTOMER 1752,145521,2011
CUSTOMER 1753,239536,2011
CUSTOMER 1754,246891,2011
CUSTOMER 1756,0,2011
CUSTOMER 1757,247786,2011
CUSTOMER 1758,892302,2011
CUSTOMER 1769,126,2011
CUSTOMER 1776,183478,2011
CUSTOMER 1777,988860,2011
CUSTOMER 1781,40,2011
CUSTOMER 1785,103814,2011
CUSTOMER 1786,661528,2011
CUSTOMER 1788,0,2011
CUSTOMER 1789,36196,2011
CUSTOMER 1790,211,2011
CUSTOMER 1791,7278904,2011
CUSTOMER 1792,25208,2011
CUSTOMER 1793,0,2011
CUSTOMER 1795,187,2011
CUSTOMER 1796,0,2011
CUSTOMER 1798,24946,2011
CUSTOMER 1801,96,2011
CUSTOMER 1802,0,2011
CUSTOMER 1807,7431,2011
CUSTOMER 1810,125949,2011
CUSTOMER 1812,0,2011
CUSTOMER 1813,31015,2011
CUSTOMER 1815,1014726,2011
CUSTOMER 1821,0,2011
CUSTOMER 1822,0,2011
CUSTOMER 1827,0,2011
CUSTOMER 1829,9,2011
CUSTOMER 1832,0,2011
CUSTOMER 1833,0,2011
CUSTOMER 1834,5275,2011
CUSTOMER 1835,210,2011
CUSTOMER 1839,324455,2011
CUSTOMER 1842,113,2011
CUSTOMER 1843,3,2011
CUSTOMER 1845,0,2011
CUSTOMER 1846,9475,2011
CUSTOMER 1855,19326,2011
CUSTOMER 1858,17989273,2011
CUSTOMER 1859,253340,2011
CUSTOMER 1869,1778411,2011
CUSTOMER 1870,2,2011
CUSTOMER 1872,14229,2011
CUSTOMER 1876,540,2011
CUSTOMER 1879,657878,2011
CUSTOMER 1883,117407,2011
CUSTOMER 1884,21239,2011
CUSTOMER 1885,162872,2011
CUSTOMER 1887,240135,2011
CUSTOMER 1888,65934,2011
CUSTOMER 1889,24013,2011
CUSTOMER 1891,443790,2011
CUSTOMER 1892,232378,2011
CUSTOMER 1898,186024,2011
CUSTOMER 1900,10712,2011
CUSTOMER 1901,52049,2011
CUSTOMER 1904,128374,2011
CUSTOMER 1905,22141,2011
CUSTOMER 1910,0,2011
CUSTOMER 1913,22,2011
CUSTOMER 1916,387,2011
CUSTOMER 1922,38120,2011
CUSTOMER 1924,383559,2011
CUSTOMER 1925,61989,2011
CUSTOMER 1925,3,2011
CUSTOMER 1926,17604,2011
CUSTOMER 1928,1082883,2011
CUSTOMER 1933,1350,2011
CUSTOMER 1934,84724,2011
CUSTOMER 1935,243036,2011
CUSTOMER 1937,41047,2011
CUSTOMER 1940,60392,2011
CUSTOMER 1943,0,2011
CUSTOMER 1949,383592,2011
CUSTOMER 1950,78,2011
CUSTOMER 1953,55495,2011
CUSTOMER 1954,1877,2011
CUSTOMER 1955,221466,2011
CUSTOMER 1956,0,2011
CUSTOMER 1957,100837,2011
CUSTOMER 1958,1862,2011
CUSTOMER 1959,0,2011
CUSTOMER 1961,3898393,2011
CUSTOMER 1962,131,2011
CUSTOMER 1963,0,2011
CUSTOMER 1968,422406,2011
CUSTOMER 1969,229357,2011
CUSTOMER 1970,80,2011
CUSTOMER 1989,0,2011
CUSTOMER 1990,0,2011
CUSTOMER 1992,6,2011
CUSTOMER 1994,4125,2011
CUSTOMER 1995,59329,2011
CUSTOMER 1999,0,2011
CUSTOMER 2000,41708,2011
CUSTOMER 2001,797,2011
CUSTOMER 2002,78230,2011
CUSTOMER 2003,438308,2011
CUSTOMER 2004,0,2011
CUSTOMER 2008,174526,2011
CUSTOMER 2009,5410,2011
CUSTOMER 2011,31,2011
CUSTOMER 2014,218476,2011
CUSTOMER 2015,3260,2011
CUSTOMER 2017,3705474,2011
CUSTOMER 2019,302671,2011
CUSTOMER 2020,0,2011
CUSTOMER 2025,587066,2011
CUSTOMER 2030,9645,2011
CUSTOMER 2033,179,2011
CUSTOMER 2034,30,2011
CUSTOMER 2036,7301,2011
CUSTOMER 2041,6610,2011
CUSTOMER 2043,1,2011
CUSTOMER 2047,4823,2011
CUSTOMER 2049,1005041,2011
CUSTOMER 2050,61096,2011
CUSTOMER 2052,14276,2011
CUSTOMER 2054,34,2011
CUSTOMER 2058,291316,2011
CUSTOMER 2059,688125,2011
CUSTOMER 2064,0,2011
CUSTOMER 2067,20,2011
CUSTOMER 2068,8266,2011
CUSTOMER 2070,902757,2011
CUSTOMER 2073,247351,2011
CUSTOMER 2076,43035,2011
CUSTOMER 2079,0,2011
CUSTOMER 2083,0,2011
CUSTOMER 2084,5545,2011
CUSTOMER 2086,27295,2011
CUSTOMER 2087,6378654,2011
CUSTOMER 2092,2187,2011
CUSTOMER 2093,239904,2011
CUSTOMER 2099,277,2011
CUSTOMER 2105,502,2011
CUSTOMER 2106,1985598,2011
CUSTOMER 2107,74,2011
CUSTOMER 2108,0,2011
CUSTOMER 2109,3473776,2011
CUSTOMER 2110,11,2011
CUSTOMER 2111,20427,2011
CUSTOMER 2115,0,2011
CUSTOMER 2116,438842,2011
CUSTOMER 2119,4247163,2011
CUSTOMER 2123,83018,2011
CUSTOMER 2125,142958,2011
CUSTOMER 2127,810224,2011
CUSTOMER 2129,69332,2011
CUSTOMER 2130,404597,2011
CUSTOMER 2132,403123,2011
CUSTOMER 2137,21543,2011
CUSTOMER 2139,456,2011
CUSTOMER 2140,4326526,2011
CUSTOMER 2143,192353,2011
CUSTOMER 2147,4207659,2011
CUSTOMER 2150,19484,2011
CUSTOMER 2151,10920,2011
CUSTOMER 2152,8,2011
CUSTOMER 2153,31775,2011
CUSTOMER 2154,43,2011
CUSTOMER 2157,1074208,2011
CUSTOMER 2159,112316,2011
CUSTOMER 2165,6032,2011
CUSTOMER 2169,917,2011
CUSTOMER 2170,0,2011
CUSTOMER 2171,466,2011
CUSTOMER 2175,1526,2011
CUSTOMER 2177,5,2011
CUSTOMER 2180,53832,2011
CUSTOMER 2186,151,2011
CUSTOMER 2187,9740,2011
CUSTOMER 2187,9794,2011
CUSTOMER 2191,450,2011
CUSTOMER 2193,38211,2011
CUSTOMER 2195,23609,2011
CUSTOMER 2196,65937,2011
CUSTOMER 2201,8,2011
CUSTOMER 2204,0,2011
CUSTOMER 2205,13,2011
CUSTOMER 2206,11075,2011
CUSTOMER 2208,147057,2011
CUSTOMER 2210,355349,2011
CUSTOMER 2212,0,2011
CUSTOMER 2214,250,2011
CUSTOMER 2215,2,2011
CUSTOMER 2216,0,2011
CUSTOMER 2221,12434,2011
CUSTOMER 2223,3793272,2011
CUSTOMER 2225,265222,2011
CUSTOMER 2227,1150,2011
CUSTOMER 2229,22756,2011
CUSTOMER 2230,0,2011
CUSTOMER 2234,5258,2011
CUSTOMER 2244,0,2011
CUSTOMER 2246,1,2011
CUSTOMER 2247,46319,2011
CUSTOMER 2249,1049994,2011
CUSTOMER 2250,52283,2011
CUSTOMER 2255,31922,2011
CUSTOMER 2257,13,2011
CUSTOMER 2261,36368,2011
CUSTOMER 2262,24099,2011
CUSTOMER 2265,4774,2011
CUSTOMER 2266,0,2011
CUSTOMER 2267,2751231,2011
CUSTOMER 2268,50081,2011
CUSTOMER 2273,24472,2011
CUSTOMER 2274,17140,2011
CUSTOMER 2275,0,2011
CUSTOMER 2279,736,2011
CUSTOMER 2281,652914,2011
CUSTOMER 2282,5293731,2011
CUSTOMER 2285,8486,2011
CUSTOMER 2286,27036,2011
CUSTOMER 2289,0,2011
CUSTOMER 2290,192,2011
CUSTOMER 2294,2389,2011
CUSTOMER 2299,60967,2011
CUSTOMER 2300,77659,2011
CUSTOMER 2303,57789,2011
CUSTOMER 2307,2,2011
CUSTOMER 2309,115975,2011
CUSTOMER 2314,152489,2011
CUSTOMER 2323,0,2011
CUSTOMER 2324,0,2011
CUSTOMER 2325,33727,2011
CUSTOMER 2326,0,2011
CUSTOMER 2329,0,2011
CUSTOMER 2330,15387,2011
CUSTOMER 2331,4849282,2011
CUSTOMER 2331,4400576,2011
CUSTOMER 2333,35476,2011
CUSTOMER 2334,125821,2011
CUSTOMER 2336,290,2011
CUSTOMER 2339,790277,2011
CUSTOMER 2340,0,2011
CUSTOMER 2342,369915,2011
CUSTOMER 2344,469,2011
CUSTOMER 2345,302317,2011
CUSTOMER 2346,0,2011
CUSTOMER 2348,0,2011
CUSTOMER 2349,310397,2011
CUSTOMER 2359,712,2011
CUSTOMER 2362,5102,2011
CUSTOMER 2365,1075,2011
CUSTOMER 2366,43,2011
CUSTOMER 2370,143179,2011
CUSTOMER 2371,0,2011
CUSTOMER 2376,14711,2011
CUSTOMER 2378,268,2011
CUSTOMER 2380,13,2011
CUSTOMER 2381,343229,2011
CUSTOMER 2385,0,2011
CUSTOMER 2386,292128,2011
CUSTOMER 2387,21078,2011
CUSTOMER 2388,41586,2011
CUSTOMER 2389,11340,2011
CUSTOMER 2390,0,2011
CUSTOMER 2391,158275,2011
CUSTOMER 2394,87,2011
CUSTOMER 2396,16314771,2011
CUSTOMER 2397,36685,2011
CUSTOMER 2398,613933,2011
CUSTOMER 2399,2643230,2011
CUSTOMER 2400,17692,2011
CUSTOMER 2403,238126,2011
CUSTOMER 2404,238,2011
CUSTOMER 2405,10364,2011
CUSTOMER 2406,489793,2011
CUSTOMER 2411,649607,2011
CUSTOMER 2416,39442,2011
CUSTOMER 2418,270194,2011
CUSTOMER 2421,276187,2011
CUSTOMER 2428,929084,2011
CUSTOMER 2437,138585,2011
CUSTOMER 2443,48334,2011
CUSTOMER 2444,36129,2011
CUSTOMER 2446,0,2011
CUSTOMER 2449,550907,2011
CUSTOMER 2452,467,2011
CUSTOMER 2453,97,2011
CUSTOMER 2456,191646,2011
CUSTOMER 2457,14920,2011
CUSTOMER 2460,831142,2011
CUSTOMER 2465,772398,2011
CUSTOMER 2466,0,2011
CUSTOMER 2468,4,2011
CUSTOMER 2470,1019133,2011
CUSTOMER 2472,77528,2011
CUSTOMER 2475,0,2011
CUSTOMER 2476,492,2011
CUSTOMER 2480,0,2011
CUSTOMER 2485,384,2011
CUSTOMER 2489,146939,2011
CUSTOMER 2492,5766,2011
CUSTOMER 2495,238624,2011
CUSTOMER 2497,0,2011
CUSTOMER 2498,13915,2011
CUSTOMER 2500,20,2011
CUSTOMER 2510,9,2011
CUSTOMER 2512,0,2011
CUSTOMER 2513,2065270,2011
CUSTOMER 2517,50344,2011
CUSTOMER 2518,0,2011
CUSTOMER 2519,234,2011
CUSTOMER 2520,0,2011
CUSTOMER 2521,0,2011
CUSTOMER 2524,11883,2011
CUSTOMER 2525,356550,2011
CUSTOMER 2528,187927,2011
CUSTOMER 2531,6787,2011
CUSTOMER 2533,256025,2011
CUSTOMER 2534,29400,2011
CUSTOMER 2536,0,2011
CUSTOMER 2545,21351,2011
CUSTOMER 2547,40569,2011
CUSTOMER 2549,0,2011
CUSTOMER 2552,31013,2011
CUSTOMER 2553,300546,2011
CUSTOMER 2555,94,2011
CUSTOMER 2558,32608,2011
CUSTOMER 2559,59,2011
CUSTOMER 2560,0,2011
CUSTOMER 2561,1231592,2011
CUSTOMER 2563,0,2011
CUSTOMER 2564,341,2011
CUSTOMER 2565,2022785,2011
CUSTOMER 2567,2792349,2011
CUSTOMER 2569,322891,2011
CUSTOMER 2576,4130101,2011
CUSTOMER 2580,576,2011
CUSTOMER 2581,0,2011
CUSTOMER 2583,0,2011
CUSTOMER 2583,0,2011
CUSTOMER 2583,0,2011
CUSTOMER 2585,4899616,2011
CUSTOMER 2587,0,2011
CUSTOMER 2589,0,2011
CUSTOMER 2591,38445,2011
CUSTOMER 2592,7119,2011
CUSTOMER 2600,456,2011
CUSTOMER 2603,0,2011
CUSTOMER 2605,0,2011
CUSTOMER 2608,375435,2011
CUSTOMER 2609,19,2011
CUSTOMER 2614,862915,2011
CUSTOMER 2617,23914,2011
CUSTOMER 2622,332044,2011
CUSTOMER 2623,24470,2011
CUSTOMER 2624,50041,2011
CUSTOMER 2626,0,2011
CUSTOMER 2627,14552,2011
CUSTOMER 2630,124717,2011
CUSTOMER 2631,558568,2011
CUSTOMER 2632,0,2011
CUSTOMER 2633,10254,2011
CUSTOMER 2642,6448,2011
CUSTOMER 2644,5645,2011
CUSTOMER 2645,18988866,2011
CUSTOMER 2649,1211,2011
CUSTOMER 2650,16516149,2011
CUSTOMER 2651,0,2011
CUSTOMER 2654,700094,2011
